NORMAN_ID,NAME,SMILES,NEUTRAL_EXACT_MASS,FORMULA,StdInChI,CAS_RN,PUBCHEM_CID,InChIKey,CHEMSPIDER_ID,DTXSID,Preferable Ionization,MB_Records Positive Ionization,Adduct Positive Ionization,Ionisation type and collision energy Positive Ionization,Fragments Positive Ionization,Simplified_fragments_Positive,Institute Positive Ionization,MB_Records Negative Ionization,Adduct Negative Ionization,Ionisation type and collision energy Negative Ionization,Fragments Negative Ionization,Simplified_fragments_Negative,Institute Negative Ionization
stpQQR1012,"Prednisolone|1-Dehydrohydrocortisone|(8S,9S,10R,11S,13S,14S,17R)-10,13-dimethyl-11,17-bis(oxidanyl)-17-(2-oxidanylethanoyl)-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C1[C@H]2[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]2([C@](C(CO)=O)(O)C1)C,360.1937,C21H28O5,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",CAS_RN: 50-24-8,5755,OIGNJSKKLXVSLS-VWUMJDOOSA-N,5552,DTXSID9021184,Positive,EA278301|EA278302|EA278303|EA278304|EA278305|EA278306|EA278307|EA278308|EA278309|EA278310|EA278311|EA278312|EA278313|EA278314;UF415701|UF415702|UF415703|UF415704,[M+H]+;[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,343.19:325.1795:307.1689|343.1902:325.179:307.1694|147.0804:343.1896:289.1581|147.0802:171.0806:173.0955|147.0805:121.0648:171.08|147.0802:121.0645:171.0808|121.0645|343.1899:325.18:307.1695|147.0804:343.1897:173.0956|147.0806:173.0959:171.08|171.0802:147.0806|147.0804:121.0648:119.0857|121.0648|343.1901:325.1795:307.1689;163.1116:121.0646:145.101|105.0696:121.0645:163.1114|343.1899:163.1115:325.1795|163.1115:343.1898:325.1794,343.1899;325.1795;307.16915;289.1581;173.0956;171.0802;163.1115;147.0804;145.101;121.0646;119.0857;105.0696,Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR1013,"DDAO| N,N-dimethyl-1-decanamine oxide|NN-Dimethyldicylamine N-oxide",N(C)(CCCCCCCCCC)(C)=O,201.2093,C12H27NO,"InChI=1S/C12H27NO/c1-4-5-6-7-8-9-10-11-12-13(2,3)14/h4-12H2,1-3H3",CAS_RN: 2605-79-0,62452,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,56233,DTXSID7042190,Positive,EA278401|EA278402|EA278403|EA278404|EA278405|EA278406|EA278407|EA278408|EA278409|EA278410|EA278411|EA278412|EA278413|EA278414,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,184.2058:202.2163:185.2137|202.2163|202.2165:58.0651:184.2062|202.2164:58.0651:184.206|58.0651:202.2164:184.2059|58.0651:62.06:57.0698|58.0651:62.06:57.0698|202.2163|202.2164:58.0651:184.2059|202.2163:58.0651:184.2058|58.0651:202.2164:184.2057|58.0651:62.06:57.0698|58.0651:62.06:57.0698|184.2058:185.2136:62.06,185.21365;184.20585;62.06;58.0651;57.0698,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1014,"Spiroxamine|(8-tert-butyl-1,4-dioxaspiro[4.5]decan-3-yl)methyl-ethyl-propyl-amine",CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C,297.2668,C18H35N1O2,"InChI=1S/C18H35NO2/c1-6-12-19(7-2)13-16-14-20-18(21-16)10-8-15(9-11-18)17(3,4)5/h15-16H,6-14H2,1-5H3",CAS_RN: 118134-30-8,86160,PUYXTUJWRLOUCW-UHFFFAOYSA-N,77719,DTXSID1034212,Positive,SM840301;EA278901|EA278902|EA278903|EA278904|EA278905|EA278906|EA278907|EA278908|EA278909|EA278910|EA278911|EA278912|EA278913|EA278914;ET180001|ET180002|ET180003|ET180004|ET180005;UF401901|UF401902|UF401903|UF401904,[M+H]+;[M+H]+;[M+H]+;[M+H]+,"HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90;HCD55|HCD80|CID35|CID55",144.1383:298.2742:100.1121;144.1385:100.1122:240.2322|298.2743:144.1386|298.2742:144.1385:100.1122|144.1383:100.1121:298.2746|144.1384:100.1122:72.0808|100.1122:144.1384:72.0808|100.1121:72.0808:144.1382|298.2741:144.1381|298.2742:144.1384:100.1121|144.1384:100.1121:298.2741|144.1383:100.1121:72.0808|100.1122:144.1384:72.0808|100.1121:72.0808:144.1383|144.1384:100.1121:240.2321;144.1386:100.1122:72.081|100.1123:144.1386:72.081|100.1122:72.081:144.1385|100.1122:72.081:58.0656|298.2742:144.1384:100.1117;144.1381:100.112:72.0807|100.1119:144.1382:72.0806|144.1382:100.112:298.2741|144.1381:100.112:202.1227,240.23215;202.1227;144.1384;100.1121;72.0808;58.0656,CASMI_2016;Eawag;Eawag_Additional_Specs;UFZ,NA,NA,NA,NA,NA,NA
stpQQR1015,"Rosuvastatin|(E,3R,5R)-7-[4-(4-fluorophenyl)-2-(methyl-methylsulfonylamino)-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid",c1(nc(N(S(=O)(=O)C)C)nc(c1\C=C\[C@@H](C[C@H](CC(O)=O)O)O)c1ccc(cc1)F)C(C)C,481.1683,C22H28FN3O6S,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17+/m0/s1",CAS_RN: 287714-41-4,6439133,BPRHUIZQVSMCRT-YXWZHEERSA-N,4943566,NA,Positive/Negative,EA280201|EA280202|EA280203|EA280204|EA280205|EA280206|EA280207|EA280208|EA280209|EA280210|EA280211|EA280212|EA280213|EA280214,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,446.1541:464.1648:376.1489|482.1751|482.1751:258.1399:272.1556|258.14:300.1504:272.1556|258.14:300.1505:270.1399|256.1243:242.1088:133.0447|133.0447:242.1087:254.1084|482.1751|482.1752:258.1398:272.1556|258.1399:300.1506:272.1556|258.1399:300.1506:270.1401|256.1243:242.1086:133.0447|133.0448:242.1087:254.1086|446.154:464.1645:376.1486,464.16465;446.15405;376.14875;300.15055;272.1556;270.14;258.1399;256.1243;254.1085;242.1087;133.0447,Eawag,EA280251|EA280252|EA280253|EA280254|EA280255|EA280256|EA280257|EA280258|EA280259|EA280260|EA280261|EA280262|EA280263|EA280264,[M-H]-,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,418.16:398.1537:392.1442|480.1614:418.1606:392.144|340.183:298.1357:78.9859|298.1359:244.1259:78.9858|298.1355:63.9626:244.1252|63.9625|63.9625|480.161:418.1598:392.1436|340.1832:298.1357:78.9859|298.136:244.1251:78.9859|298.1357:244.1251:78.9859|78.9858:63.9626:244.1251|63.9626:76.9703|418.16:398.1536:392.1444,480.1612;418.16;398.15365;392.1441;340.1831;298.1357;244.1251;78.9859;76.9703;63.9626,Eawag
stpQQR1016,Bupropion|2-(tert-butylamino)-1-(3-chlorophenyl)-1-propanone,c1(C(=O)C(NC(C)(C)C)C)cc(ccc1)Cl,239.1077,C13H18ClNO,"InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3",CAS_RN: 34911-55-2,444,SNPPWIUOZRMYNY-UHFFFAOYSA-N,431,DTXSID7022706,Positive,SM859601;EA280301|EA280302|EA280303|EA280304|EA280305|EA280306|EA280307|EA280308|EA280309|EA280310|EA280311|EA280312|EA280313|EA280314,[M+H]+;[M+H]+,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,184.0524:166.0418:131.0729;184.0528:166.042:167.0258|240.1153:184.0524:166.0419|184.0525:166.0419:240.1141|166.042:184.0524:167.0258|131.0731:166.042:139.0311|131.073:139.031:166.0418|131.0731:130.0653:103.0544|240.1152:184.0525:166.0419|184.0525:166.042:240.1149|166.042:184.0524:167.0259|131.073:166.0419:139.031|131.0731:139.031:103.0543|131.073:130.0653:103.0543|184.0526:166.0418:167.0258,184.0525;167.0258;166.0419;139.031;131.073;130.0653;103.0543,CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1017,Candesartan| 2-ethoxy-3-[4-[2-(2H-tetrazol-5-yl)phenyl]benzyl]benzimidazole-4-carboxylic acid,c1(ccccc1c1ccc(Cn2c(nc3c2c(C(=O)O)ccc3)OCC)cc1)c1nnn[nH]1,440.1597,C24H20N6O3,"InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)",CAS_RN: 139481-59-7,2541,HTQMVQVXFRQIKW-UHFFFAOYSA-N,2445,DTXSID0022725,Positive/Negative,AU213701|AU213702|AU213703|AU213704|AU213705;SM818201;EA280401|EA280402|EA280403|EA280404|EA280405|EA280406|EA280407|EA280408|EA280409|EA280410|EA280411|EA280412|EA280413|EA280414,[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,263.1283:441.1665:423.1569|263.1281:423.1561:235.0969|207.0907:235.1224:263.1285|207.0909:180.0798:190.0639|207.0904:180.0798:206.0825;263.1294:423.1569:207.0919;263.1296:423.1573:235.1231|263.1295:423.157:441.1672|263.1293:235.1231:207.0917|207.0917:192.0808:210.0914|192.0802:165.07:180.0808|165.07:190.0654:178.0778|165.07:190.0653:152.0622|263.1295:423.1567:441.1672|263.1292:235.123:207.0917|207.0917:192.0808:210.0914|192.0808:165.0699:180.0808|165.07:190.0652:178.0778|165.07:190.0652:152.0622|263.1294:423.157:235.123,423.1569;263.12935;235.123;235.0969;210.0914;207.0917;206.0825;192.0808;190.0652;180.0803;178.0778;165.07;152.0622,Athens_Univ;CASMI_2016;Eawag,AU213751|AU213752|AU213753|AU213754|AU213755;SM818251;EA280451|EA280452|EA280453|EA280454|EA280455|EA280456|EA280457|EA280458|EA280459|EA280460|EA280461|EA280462|EA280463|EA280464,[M-H]-;[M-H]-;[M-H]-,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,439.149:440.1536|309.1011:439.149:133.0394|309.1023:133.0404:132.032|132.0319:133.0405:309.1003|133.0397:132.0321:309.1059;439.1524:309.1032:132.0327;309.1032:354.1007:411.147|439.1526:309.1039|309.1035:293.1083:133.0408|309.1036:132.033:133.0408|132.0329:133.0406:309.1034|132.0331:133.0409|132.0328:133.0408|439.1523:309.103:354.1019|309.1032:293.1079:132.0327|132.0328:133.0407:309.1029|132.0329:133.0406:309.1033|132.0328:133.0408:281.1089|133.0407:132.0328:190.066|309.1031:354.1006:411.1459,439.1523;411.14645;354.1007;309.1032;293.1081;281.1089;190.066;133.0407;132.0328,Athens_Univ;CASMI_2016;Eawag
stpQQR1018,"Telmisartan|4'-[(1,7'-dimethyl-2'-propyl-1H,3'H-2,5'-bibenzimidazol-3'-yl)methyl]biphenyl-2-carboxylic acid| 2-[4-[[4-methyl-6-(1-methyl-2-benzimidazolyl)-2-propyl-1-benzimidazolyl]methyl]phenyl]benzoic acid",n1(c(nc2c1cccc2)c1cc(c2c(n(c(CCC)n2)Cc2ccc(cc2)c2c(cccc2)C(O)=O)c1)C)C,514.2369,C33H30N4O2,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",CAS_RN: 144701-48-4,65999,RMMXLENWKUUMAY-UHFFFAOYSA-N,59391,DTXSID8023636,Positive/Negative,AU225101|AU225102|AU225103|AU225104|AU225105;SM819101;EA280501|EA280502|EA280503|EA280504|EA280505|EA280506|EA280507|EA280508|EA280509|EA280510|EA280511|EA280512|EA280513|EA280514,[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,515.2504:516.2518:517.2548|515.2516:516.2518:517.2547|515.2519:497.2376:517.2546|515.2494:497.238:516.2517|276.1393:497.2384:498.2412;515.2449:276.1373:497.2342;497.2335:498.2375:305.1761|515.2444:498.2352:261.1148|515.244:497.233:498.2372|497.2339:276.137:515.2433|276.1373:289.1449:211.0755|276.1374:261.1137:289.1449|261.1137:276.1371:275.1292|515.2443:498.2371|515.2445:497.2336:305.176|497.2342:276.1374:515.2441|276.137:289.145:211.0757|276.1371:261.1137:289.1448|261.1137:276.1372:275.1292|497.234:498.2376:305.1764,498.23735;497.2341;305.1761;289.1449;276.13725;275.1292;261.1137;211.0756,Athens_Univ;CASMI_2016;Eawag,AU225151|AU225152|AU225153|AU225154|AU225155;SM819151;EA280551|EA280552|EA280553|EA280554|EA280555|EA280556|EA280558|EA280559|EA280560|EA280561|EA280562|EA280563|EA280564,[M-H]-;[M-H]-;[M-H]-,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,513.2249:514.2258|513.2229:469.2333:514.2246|287.1264:469.2343:334.1395|287.1277:303.158:469.2341|287.1266:303.1585:288.1294;287.1303:513.2295:469.2397;469.2389:302.153:287.1295|513.2299|287.1304:469.2392:302.1539|287.1303:303.1615|287.1305:303.1618|287.1299:272.1064|513.2309|287.1298:469.2415:270.0118|287.1299:303.1606|287.1303:303.1614|287.1289|272.107|469.2388:302.1534:287.1299,513.2295;469.23885;334.1395;303.161;302.1534;288.1294;287.1299;272.1067;270.0118,Athens_Univ;CASMI_2016;Eawag
stpQQR1019,Mycophenolic acid| (E)-6-(4-hydroxy-3-keto-6-methoxy-7-methyl-phthalan-5-yl)-4-methyl-hex-4-enoic acid,c12c(c(c(C\C=C(\CCC(O)=O)C)c(c1C)OC)O)C(=O)OC2,320.126,C17H20O6,"InChI=1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/b9-4+",CAS_RN: 24280-93-1,4272,HPNSFSBZBAHARI-RUDMXATFSA-N,4122,DTXSID4041070,Positive/Negative,SM857701;EA280801|EA280802|EA280803|EA280804|EA280805|EA280806|EA280807|EA280808|EA280809|EA280810|EA280811|EA280812|EA280813|EA280814;UF412801|UF412802|UF412803|UF412804,[M+H]+;[M+H]+;[M+H]+,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,207.0652:321.1333:303.1227;303.1228:321.1335|303.1227:321.1332:207.0649|207.0652:303.1228:275.1278|207.0651:159.0439:195.0652|207.0652:159.0439:177.0545|159.0439:207.0652:91.0542|159.044:103.0543:91.0542|303.1227:321.1333:207.0652|207.0653:303.1228:275.1279|207.0652:159.0441:195.0652|207.0653:159.0441:177.0548|159.0441:207.0653:91.0542|159.044:103.0543:91.0542|303.1227:321.1333:275.127;199.076|199.0745|203.0602:265.0094:234.9991|203.0602:265.0093:234.9992,303.1227;275.1278;265.00935;234.99915;207.0652;203.0602;199.07525;195.0652;177.05465;159.044;103.0543;91.0542,CASMI_2016;Eawag;UFZ,SM857754;EA280851|EA280852|EA280853|EA280854|EA280855|EA280856|EA280857|EA280858|EA280859|EA280860|EA280861|EA280862|EA280863|EA280864;UF412851|UF412852|UF412853|UF412854,[M-H]-;[M-H]-;[M-H]-,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,319.1187:191.035:275.1291;287.0923:179.0349:275.1287|319.1186:275.1287|319.1187:275.1289:287.0924|191.035:205.0506:319.1191|191.0348:205.0509:203.0349|191.0352:173.0607:203.0354|173.0606:191.0354:161.0604|319.1186:275.1286|319.1183:275.1286:287.0918|191.0348:192.0427:205.0506|191.0349:205.0505:245.0821|191.0347:203.035:173.0605|191.0349:173.0605:158.0368|287.0924:179.0349:275.1287;319.1191|319.119|287.0925:179.0351:191.035|287.0925:179.035:191.035,319.1187;287.0924;275.1287;245.0821;205.0506;203.035;192.0427;191.035;179.03495;173.06055;161.0604;158.0368,CASMI_2016;Eawag;UFZ
stpQQR1020,Bicalutamide|(2R)-N-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide,c1(c(ccc(c1)NC([C@@](CS(c1ccc(F)cc1)(=O)=O)(C)O)=O)C#N)C(F)(F)F,430.061,C18H14F4N2O4S,"InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m0/s1",CAS_RN: 90357-06-5,56069,LKJPYSCBVHEWIU-KRWDZBQOSA-N,50614,NA,Positive/Negative,EA280901|EA280902|EA280903|EA280904|EA280905|EA280906|EA280907|EA280908|EA280909|EA280910|EA280911|EA280912|EA280913|EA280914,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,187.0477:217.0328:167.0415|217.0328:187.0476:431.0678|217.0328:187.0476:158.991|158.9911:123.0353:187.0478|123.0353:158.991:187.0475|123.0353:167.0414:185.052|123.0353:167.0415:95.0292|217.0329:187.0477:431.068|217.0328:187.0477:158.991|158.991:123.0352:187.0476|123.0352:158.991:187.0476|123.0353:167.0415:185.052|123.0353:167.0416:95.0291|187.0477:217.0328:167.0414,217.0328;187.04765;185.052;167.0415;158.991;123.0353;95.02915,Eawag,EA280951|EA280952|EA280953|EA280954|EA280955|EA280956|EA280957|EA280958|EA280959|EA280960|EA280961|EA280962|EA280963|EA280964,[M-H]-,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,255.0387:184.0379:185.0328|255.0388:429.0545:184.0393|255.039:173.0081:184.038|185.0332:255.0386:184.0381|185.0333:184.0376:63.9624|185.0332:78.9859:184.038|185.0331:78.986:63.9624|255.0387:429.0541:243.0133|255.0386:173.0076:185.033|185.0332:255.0386:184.038|185.0333:184.038:173.0076|185.0333:78.9858:184.0377|185.0331:158.0224:78.9858|255.0387:184.0378:185.0331,429.0543;255.0387;243.0133;185.0332;184.038;173.0076;158.0224;78.98585;63.9624,Eawag
stpQQR1021,"Atorvastatin|(3R,5R)-7-[3-(anilinocarbonyl)-5-(4-fluorophenyl)-2-isopropyl-4-phenyl-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoic acid| (3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-yl-pyrrol-1-yl]-3,5-bis(oxidanyl)heptanoic acid",c1(c(n(CC[C@H](C[C@H](CC(=O)O)O)O)c(c1C(Nc1ccccc1)=O)C(C)C)c1ccc(F)cc1)c1ccccc1,558.253,C33H35FN2O5,"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1",CAS_RN: 134523-03-8,60823,XUKUURHRXDUEBC-KAYWLYCHSA-N,54810,DTXSID8029868,Positive/Negative,AU112901|AU112902|AU112903|AU112904|AU112905|AU112906;SM859301;EA281001|EA281002|EA281003|EA281004|EA281005|EA281006|EA281007|EA281008|EA281009|EA281010|EA281011|EA281012|EA281013|EA281014,[M+H]+;[M+H]+;[M+H]+,CID26.8-40.2|CID20|CID30|CID40|CID50|CID10;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,440.2282:441.2316:292.1528|559.2646:440.2268:560.2674|440.2273:441.2301:422.2159|440.2266:292.1519:250.1043|250.1051:276.1209:292.1524|559.2646:560.2674:561.2694;250.1027:440.2234:559.2605;440.2237:466.2025:422.2125|559.2603:440.2237:466.202|440.2232:292.1497:422.2125|250.1027:276.1183:292.1497|250.1029:276.1186:249.0949|250.1027:276.1184:248.087|248.087:250.1027:235.0794|559.2597:440.2227:466.2025|440.2231:292.1496:422.2127|250.1027:276.1183:292.1496|250.1027:276.1184:249.0949|250.1027:276.1184:248.0869|248.087:235.0791:250.1026|440.2232:466.2022:422.2125,466.20235;441.23085;440.2237;422.2125;292.1497;276.1184;250.1027;249.0949;248.087;235.07925,Athens_Univ;CASMI_2016;Eawag,AU112951|AU112952|AU112953|AU112954|AU112955;SM859351;EA281051|EA281052|EA281053|EA281054|EA281055|EA281056|EA281057|EA281058|EA281059|EA281060|EA281061|EA281062|EA281063|EA281064,[M-H]-;[M-H]-;[M-H]-,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,557.2408:558.2454|557.2391:558.2437:453.1882|453.1935:397.1686:557.241|397.1672:278.1301|278.1334:397.1674:279.1321;557.2457:278.135:397.1721;453.1982:397.1719:479.2135|557.2469|397.1729:453.1991:85.0293|278.1352:397.1721:85.0293|278.1354:92.051:262.1049|278.1353:262.1041:92.0504|262.1044:92.0503|557.2459|397.1724:453.1985:85.0296|278.135:397.1724:85.0292|278.135:262.1042:92.0507|278.1352:262.1037:92.0505|262.1039:92.0502:278.1345|453.198:397.1717:479.2136,557.24335;479.21355;453.1981;397.172;279.1321;278.135;262.10415;92.05045;85.0293,Athens_Univ;CASMI_2016;Eawag
stpQQR1022,Cyclamate|Cyclohexylsulfamic acid|Cyclohexanesulfamic acid,C1(CCCCC1)NS(O)(=O)=O,179.0616,C6H13NO3S,"InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)",CAS_RN: 100-88-9,7533,HCAJEUSONLESMK-UHFFFAOYSA-N,7252,DTXSID5041809,Positive/Negative,EA281301|EA281302|EA281303|EA281304|EA281305|EA281308|EA281309|EA281310|EA281314,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD15|HCD30|HCD45|CID35,83.0854:55.0542:107.07|83.0855:55.0541:107.0701|83.0856:55.0541:89.0595|83.0855:55.0541|83.0854:55.0543|83.0855:107.0702:55.054|83.0855:55.0542|83.0855:55.0542|83.0855:107.0702:89.0596,107.07015;89.05955;83.0855;55.05415,Eawag,SM867151;EA281351|EA281352|EA281353|EA281354|EA281355|EA281356|EA281357|EA281358|EA281359|EA281360|EA281361|EA281362|EA281363|EA281364,[M-H]-;[M-H]-,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,178.0543;178.0546:79.9575:80.9652|178.0544|178.0544|178.0544:79.9573|178.0544:79.9574:80.9651|79.9574:178.0543:80.9652|79.9574:178.0542:80.9654|178.0545|178.0545:79.9573|178.0545:79.9573|178.0544:79.9574:80.9651|79.9574:178.0543:80.9651|79.9574:178.0542:80.965|178.0544:79.9574:80.9652,178.0544;80.96515;79.9574,CASMI_2016;Eawag
stpQQR1023,"Neohesperidin dihydrochalcone|1-[4-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2,6-dihydroxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)propan-1-one|1-(4-((2-O-[6-Deoxy-alpha-L-mannopyranosyl]-beta-D-glucopyranosyl)oxy)-2,6-dihydroxyphenyl)-3-[3-hydroxy-4-methoxyphenyl]-1-propanone",O([C@H]1[C@H](O[C@H]2[C@@H]([C@@H]([C@@H](O)[C@@H](O2)C)O)O)[C@H]([C@H](O)[C@H](O1)CO)O)c1cc(c(C(CCc2cc(c(OC)cc2)O)=O)c(c1)O)O,612.2054,C28H36O15,"InChI=1S/C28H36O15/c1-11-21(34)23(36)25(38)27(40-11)43-26-24(37)22(35)19(10-29)42-28(26)41-13-8-16(32)20(17(33)9-13)14(30)5-3-12-4-6-18(39-2)15(31)7-12/h4,6-9,11,19,21-29,31-38H,3,5,10H2,1-2H3/t11-,19+,21-,22+,23+,24-,25+,26+,27-,28+/m0/s1",CAS_RN: 20702-77-6,30231,ITVGXXMINPYUHD-CUVHLRMHSA-N,28072,DTXSID3025706,Positive,EA281401|EA281403|EA281404|EA281405|EA281406|EA281407|EA281410|EA281411|EA281412,[M+H]+,CID35|HCD30|HCD45|HCD60|HCD75|HCD90|HCD45|HCD60|HCD75,577.1907:595.2012:451.1587|137.0596:179.0703|137.0597:179.0708|137.0596:122.0356|137.0597|137.0595:122.0362:195.9644|137.0597|137.0595|137.0597:195.9638,595.2012;577.1907;451.1587;195.9641;179.07055;137.05965;122.0359,Eawag,NA,NA,NA,NA,NA,NA
